"module","file","key","english","chinese","context","placeholders","notes"
"GWT / Publishing","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/rsconnect/ui/RSConnectLocalAccountRSConnectLocalAccountUiBinderImplGenMessages_zh_CN.properties","enterPublicURLText","Enter the public URL of the Posit Connect server:","输入 Posit Connect 服务器的公共 URL：","Publishing 相关界面中的标签或显示文本（RSConnectLocalAccountRSConnectLocalAccount 资源）。","",""
"GWT / Publishing","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/rsconnect/ui/RSConnectNewAccountRSConnectNewAccountUiBinderImplGenMessages_zh_CN.properties","authorizeNewAccountText","Once you''ve authorized this computer to publish content to an account, you can publish any time without re-entering your credentials.","授权此计算机向账户发布内容后，您以后无需重新输入凭据即可随时发布。","Publishing 相关界面中的标签或显示文本（RSConnectNewAccountRSConnectNewAccount 资源）。","",""
"GWT / Publishing","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/rsconnect/ui/RSConnectNewAccountRSConnectNewAccountUiBinderImplGenMessages_zh_CN.properties","publishContentText","To publish content, you first need to connect RStudio to an account on the service you want to publish to.","要发布内容，必须先将 RStudio 连接到目标服务的账户。","Publishing 相关界面中的标签或显示文本（RSConnectNewAccountRSConnectNewAccount 资源）。","",""
"GWT / Server","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/server/ServerConstants_zh_CN.properties","errorParsingResults","Error parsing results: {0}","解析结果时出错：{0}","Server 相关界面中的提示或说明文本（Server 资源）。","{0}",""
"GWT / Server","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/server/ServerConstants_zh_CN.properties","nullText","(null)","(null)","Server 相关界面中的标签或显示文本（Server 资源）。","","中文值与英文原文完全相同；需要人工确认是否为有意保留英文；中文值不含汉字且包含拉丁字母；可能是产品名、缩写或保留英文，需人工确认；现有 translation provenance 状态为 needs-review"
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","backgroundLaunchFailedErrorCaption","Shiny App Background Launch Failed","Shiny 应用后台启动失败","Shiny 相关界面中的标题（Shiny 资源）。","",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","failedToStopErrorCaption","Failed to Stop","停止失败","Shiny 相关界面中的标题（Shiny 资源）。","",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","failedToStopErrorMsg","Could not stop the Shiny application.

{0}","无法停止 Shiny 应用。

{0}","Shiny 相关界面中的提示或说明文本（Shiny 资源）。","\n | {0}",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","inBackgroundJobLabel","In Background Job","在后台任务中","Shiny 相关界面中的标签或显示文本（Shiny 资源）。","",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","inRConsoleLabel","In R Console","在 R 控制台中","Shiny 相关界面中的标签或显示文本（Shiny 资源）。","",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","launchFailedErrorCaption","Shiny App Launch Failed","Shiny 应用启动失败","Shiny 相关界面中的标题（Shiny 资源）。","",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","openInBrowserButtonText","Open in Browser","在浏览器中打开","Shiny 相关界面中的按钮或操作项（Shiny 资源）。","",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","reloadFailErrorCaption","Failed to reload","重新加载失败","Shiny 相关界面中的标题（Shiny 资源）。","",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","reloadFailErrorMsg","Could not reload the Shiny application.

{0}","无法重新加载 Shiny 应用。

{0}","Shiny 相关界面中的提示或说明文本（Shiny 资源）。","\n | {0}",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","runningShinyUserAction","Running Shiny applications","运行 Shiny 应用","Shiny 相关界面中的按钮或操作项（Shiny 资源）。","",""
"GWT / Shiny","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/shiny/ShinyConstants_zh_CN.properties","shinyApplicationTitle","Shiny Application","Shiny 应用","Shiny 相关界面中的标题（Shiny 资源）。","",""
"GWT","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/StudioClientConstants_zh_CN.properties","errorText","Error: {0}","错误 : {0}","RStudio GWT 相关界面中的提示或说明文本（StudioClient 资源）。","{0}","同一个英文原文在其他 key 中存在不同中文译法"
"GWT","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/StudioClientConstants_zh_CN.properties","loadingSessionsText","Loading session...","正在加载会话...","RStudio GWT 相关界面中的标签或显示文本（StudioClient 资源）。","",""
"GWT / VCS","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/vcs/VCSConstants_zh_CN.properties","vcsWindowTitle","RStudio: Review Changes","RStudio: 审查更改","VCS 相关界面中的标题（VCS 资源）。","",""
"GWT / Addins","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/addins/AddinsConstants_zh_CN.properties","executingAddinError","Error Executing Addin","执行插件时出错","Addins 相关界面中的提示或说明文本（Addins 资源）。","",""
"GWT / Addins","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/addins/AddinsConstants_zh_CN.properties","isServerBusyMessage","Unable to execute {0} addin
(R session is currently busy)","无法执行 {0} 插件
（R 会话当前正忙）","Addins 相关界面中的提示或说明文本（Addins 资源）。","\n | {0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantAlreadySignedIn","You are already signed in as ''{0}''.

If you''d like to sign in as a different user, please sign out from this account first.","您已经以“{0}”的身份登录。

如果要以其他用户身份登录，请先退出当前账户。","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","\n | {0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantAuthenticating","Authenticating...","正在验证身份…","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantCheckingStatus","Checking status...","正在检查状态…","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantCheckStatusDialogTitle","{0}: Check Status","{0}: 检查状态","Posit Assistant 相关界面中的标题（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantCurrentlySignedIn","You are currently signed in as: {0}","当前登录身份：{0}","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","{0}","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantDiagnosticsTitle","{0}: Diagnostic Report","{0}: 诊断报告","Posit Assistant 相关界面中的标题（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantDisabledByAdministratorError","{0} has been disabled by the system administrator.","{0} 已被系统管理员禁用。","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantDisabledViaGlobalOptionsError","{0} has been disabled via global options.","已在全局选项中禁用 {0}。","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantDisabledViaProjectPreferencesError","{0} has been disabled via project preferences.","{0} 已在项目首选项中禁用。","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantEmptyResponse","RStudio received an unexpected empty response from the {0} agent.","RStudio 从 {0} 代理收到了意外的空响应。","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantError","Error {0}: {1}","错误 {0}: {1}","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","{0} | {1}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantErrorStartingAgent","An error occurred while starting the {0} agent.

Error: {1}

Output: {2}","启动 {0} 代理时发生错误。

错误：{1}

输出：{2}","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","\n | {0} | {1} | {2}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantLaunchError","An error occurred while attempting to launch {0}.","尝试启动 {0} 时发生错误。","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantNoOutput","(no output available)","（无可用输出）","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantNotInstalledError","{0} is not installed.","{0} 未安装。","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantNotSignedIn","The {0} agent is running, but you have not yet signed in.","{0} 代理正在运行，但您尚未登录。","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantNotSignedInShort","Not signed in.","未登录。","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantSignedIn","You are now signed in as ''{0}''.","您现在已以“{0}”的身份登录。","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantSignedOut","You have successfully signed out from {0}.","您已成功退出 {0}。","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantSignInDialogTitle","{0}: Sign in","{0}: 登录","Posit Assistant 相关界面中的标题（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantSigningIn","Signing in...","正在登录…","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantSigningOut","Signing out...","正在退出登录…","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantSignOutDialogTitle","{0}: Sign out","{0}: 退出登录","Posit Assistant 相关界面中的标题（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantStatusDialogTitle","{0}: Status","{0}: 状态","Posit Assistant 相关界面中的标题（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantUnknownError","An unknown error occurred.","发生了未知错误。","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","","同一个英文原文在其他 key 中存在不同中文译法"
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantUnknownErrorShort","<unknown>","<未知>","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantUnsupportedError","The installed version of {0} is no longer supported. Please update RStudio.","已安装的 {0} 版本不再受支持，请更新 RStudio。","Posit Assistant 相关界面中的提示或说明文本（AssistantUI 资源）。","{0}",""
"GWT / Posit Assistant","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/assistant/AssistantUIConstants_zh_CN.properties","assistantVerifyingInstallation","Verifying {0} installation...","正在验证 {0} 的安装…","Posit Assistant 相关界面中的界面文本（AssistantUI 资源）。","{0}",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","addinCaption","Addins","插件","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","adminNotificationCaption","Admin Notification","管理员通知","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","chooseWorkingDirCaption","Choose Working Directory","选择工作目录","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","descTextHeader","Description","说明","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","executeButtonLabel","Execute","执行","Workbench 相关界面中的按钮或操作项（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","filterAddinsText","Filter addins:","筛选插件:","Workbench 相关界面中的标签或显示文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","foundAddinsMessage","Found {0} addins matching {1}","找到 {0} 个与“{1}”匹配的插件","Workbench 相关界面中的提示或说明文本（ClientWorkbench 资源）。","{0} | {1}",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","keyboardShortcutsTitle","Keyboard Shortcuts...","键盘快捷键…","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","loadingAddinsCaption","Loading addins...","正在加载插件…","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","nameTextHeader","Name","名称","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","noAddinsAvailableCaption","No addins available","无可用插件","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","noLabel","No","否","Workbench 相关界面中的标签或显示文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","onErrorReadKey","Error attempting to read key ''{0}'' ({1})","尝试读取密钥“{0}”时出错（{1}）","Workbench 相关界面中的提示或说明文本（ClientWorkbench 资源）。","{0} | {1}",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","onQuotaMessage","You are {0} over your {1} file storage limit. Please remove files to continue working.","您的文件存储量已超出 {1} 的限额 {0}。请删除部分文件后再继续工作。","Workbench 相关界面中的提示或说明文本（ClientWorkbench 资源）。","{0} | {1}",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","packageTextHeader","Package","程序包","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","progressErrorCaption","Error","错误","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","quotaStatusMessage","You are nearly over your {0} file storage limit.","您的文件存储量即将超过 {0} 的限制。","Workbench 相关界面中的提示或说明文本（ClientWorkbench 资源）。","{0}",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","rsaKeyProgressMessage","Reading RSA public key...","正在读取 RSA 公钥...","Workbench 相关界面中的提示或说明文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","rsaPublicKeyCaption","RSA Public Key","RSA 公钥","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","rstudioAddinsCaption","Using RStudio Addins","使用 RStudio 插件","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","sourceFileCaption","Source File","源文件","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogDescription","This project contains files that may be automatically loaded and executed when the R session starts. These files were not loaded because this project has not yet been marked as trusted.","此项目包含可能在 R 会话启动时自动加载并执行的文件。由于此项目尚未标记为可信，这些文件未被加载。","Workbench 相关界面中的提示或说明文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogDontTrustButton","No, I do not trust this project","否，不信任此项目","Workbench 相关界面中的按钮或操作项（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogDontTrustExplanation","Startup files will not be loaded. The session will continue in restricted mode.","不会加载启动文件，会话将以受限模式继续运行。","Workbench 相关界面中的界面文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogFilesDetected","Files detected:","检测到以下文件:","Workbench 相关界面中的界面文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogGrantTrustButton","Trust this project","信任此项目","Workbench 相关界面中的按钮或操作项（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogGrantTrustExplanation","The session will restart and startup files will be loaded normally.","会话将重新启动，并正常加载启动文件。","Workbench 相关界面中的界面文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogHeader","Do you trust this project?","是否信任此项目？","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogKeepRestrictedButton","Keep restricted","保持限制","Workbench 相关界面中的按钮或操作项（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogKeepRestrictedExplanation","Startup files will remain suppressed for this session.","本次会话仍不加载启动文件。","Workbench 相关界面中的界面文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogTrustButton","Yes, I trust this project","是，信任此项目","Workbench 相关界面中的按钮或操作项（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogTrustExplanation","Startup files (.Rprofile, .Renviron, .RData) will be loaded normally.","将正常加载启动文件（.Rprofile、.Renviron、.RData）。","Workbench 相关界面中的界面文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogUntrustedDescription","This project was previously marked as untrusted. Startup files are not being loaded or executed.","此项目之前被标记为不可信，因此未加载或执行启动文件。","Workbench 相关界面中的提示或说明文本（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","trustDialogUntrustedHeader","This project is restricted","此项目受到限制","Workbench 相关界面中的标题（ClientWorkbench 资源）。","",""
"GWT / Workbench","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/ClientWorkbenchConstants_zh_CN.properties","yesLabel","Yes","是","Workbench 相关界面中的标签或显示文本（ClientWorkbench 资源）。","",""
"GWT / Code Search","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/codesearch/CodeSearchConstants_zh_CN.properties","codeSearchError","Code Search Error","代码搜索错误","Code Search 相关界面中的提示或说明文本（CodeSearch 资源）。","",""
"GWT / Code Search","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/codesearch/CodeSearchConstants_zh_CN.properties","codeSearchLabel","Filter by file or function name","按文件名或函数名筛选","Code Search 相关界面中的标签或显示文本（CodeSearch 资源）。","",""
"GWT / Code Search","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/codesearch/CodeSearchConstants_zh_CN.properties","fileFunctionLabel","Go to File/Function","转到文件/函数","Code Search 相关界面中的标签或显示文本（CodeSearch 资源）。","",""
"GWT / Code Search","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/codesearch/CodeSearchConstants_zh_CN.properties","textBoxWithCue","Go to file/function","转到文件/函数","Code Search 相关界面中的标签或显示文本（CodeSearch 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateBackgroundJobsLabel","Show Background Jobs Pane","显示后台任务窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateBackgroundJobsMenuLabel","Show Background _Jobs","_显示后台任务","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateBuildLabel","Show Build Pane","显示构建窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateBuildMenuLabel","Show _Build","_显示构建窗格","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateChatLabel","Show Posit Assistant Pane","显示 Posit Assistant 窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateChatMenuLabel","Show Pos_it Assistant","_显示 Posit Assistant","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateCompilePDFLabel","Show Compile PDF Pane","显示“编译 PDF”窗格","Menus and Commands 相关界面中的标签或显示文本（Cmd 资源）。","",""
"GWT / Menus and Commands","translations/2026.08.1+195/upstream/src/gwt/src/org/rstudio/studio/client/workbench/commands/CmdConstants_zh_CN.properties","activateCompilePDFMenuLabel","Show Compile _PDF","_显示 PDF 编译","Menus and Commands 相关界面中的菜单项（Cmd 资源）。","",""
